@relation 'wavelet_glcm_hsv_hu_lbp-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute '0.3  f10+0.291f9+0.287f3+0.286f4+0.268f6...' numeric
@attribute '0.345f1+0.324f26-0.303f29+0.3  f7+0.286f2...' numeric
@attribute '-0.453f5+0.429f18+0.38 f31+0.329f11+0.302f13...' numeric
@attribute 0.554f25-0.453f17+0.289f26-0.245f21+0.244f5... numeric
@attribute 0.518f18+0.462f31+0.348f17-0.301f11-0.292f12... numeric
@attribute 0.693f15-0.648f14-0.284f16+0.078f12-0.061f18... numeric
@attribute -0.91f16+0.407f14+0.043f11-0.038f13-0.037f8... numeric
@attribute -0.704f15-0.629f14-0.291f16-0.083f7-0.066f11... numeric
@attribute '0.47 f7+0.396f10-0.384f8+0.287f5+0.253f18...' numeric
@attribute '0.756f11-0.552f13-0.249f12+0.188f21+0.1  f28...' numeric
@attribute 0.745f21+0.364f28-0.286f11+0.205f26-0.174f7... numeric
@attribute -0.764f12+0.578f13-0.166f8+0.132f11+0.086f7... numeric
@attribute 0.685f7+0.495f8+0.218f26+0.211f9-0.179f1... numeric
@attribute class {Highway,Pasture,Residential,River}

@data
-0.263692,0.857518,-1.97535,1.432162,0.718661,0.894206,-1.269468,-0.088471,-0.076683,-0.378981,0.436166,0.246191,0.396206,Highway
-0.166307,2.408452,-0.037637,0.989813,-0.850842,-1.659915,-0.603955,-0.130917,-0.926583,-1.315363,-0.206774,0.160791,-0.295883,Highway
2.796554,1.713731,-1.549762,-0.710245,-1.334837,-1.105057,1.348636,0.417739,0.259694,-0.4297,-0.224579,0.21379,-0.59531,Highway
-1.698696,0.063315,0.130989,0.659372,0.858547,-1.183042,1.278693,0.496065,0.929968,-0.56381,-0.024071,-0.471175,0.193902,Highway
-0.716601,1.63102,0.354523,2.145459,-0.564848,-0.240284,-1.318,1.118001,-1.068375,-0.125223,-0.454021,-0.057868,0.183476,Highway
9.737603,-7.144353,-0.383594,4.158307,-0.832741,-0.014936,-0.575862,-1.385049,-0.780997,-0.201176,0.527736,-0.700556,0.546994,Highway
-0.663778,1.130502,-0.177155,0.862633,1.155863,0.831087,-1.192746,-0.221086,-0.214169,0.575185,-0.308626,0.073547,-0.389468,Highway
2.011014,0.873176,-0.441063,0.805043,0.12953,-0.499504,-1.288499,1.25329,0.622134,0.381966,-0.285724,0.907746,-0.690064,Highway
-0.420177,0.533853,0.418769,2.002466,0.543851,0.275209,1.406634,-0.676417,0.955869,-0.382027,0.310513,0.772905,-1.112218,Highway
-1.486728,-0.772732,-1.818715,0.518318,0.697414,-1.64784,-0.499818,0.196343,-0.008228,0.020585,0.944895,-0.053346,-0.416676,Highway
-0.134465,1.837346,-0.178028,0.70433,-0.812484,-0.228334,-0.635021,-1.548757,-1.265092,-1.320791,0.883962,1.133469,-0.298521,Highway
-1.581806,-0.20325,-0.662275,1.105316,1.489308,-0.386627,-0.424196,-1.160368,0.520098,-0.314133,-0.145015,-0.99387,-1.100974,Highway
0.230263,0.823518,-1.91743,1.484647,0.390469,-1.71063,-0.46155,-0.091588,0.857323,-0.723751,-1.373564,0.72917,0.125789,Highway
-0.613433,0.795194,-1.071435,1.415524,1.704298,1.294162,0.503588,0.4115,-0.06014,0.631492,0.645526,-0.618576,0.545344,Highway
0.971817,0.235079,-0.928353,1.224826,1.079003,0.185308,1.292153,-0.922834,1.160121,0.215555,-1.359176,-0.8177,0.057979,Highway
-0.213307,2.180703,2.016378,1.792484,0.583169,-1.620562,-0.469458,-0.188273,0.115029,-0.358218,-0.521148,-0.727923,-0.203087,Highway
-1.3538,-1.891809,3.931607,-1.522742,0.842683,1.717039,0.418904,0.231993,1.577553,-0.651679,-0.204239,-0.490324,0.594538,Highway
-1.076892,-0.20789,-1.05372,0.880605,0.941069,-0.389365,-0.431959,-1.26951,0.126844,0.055093,-0.326168,-0.006402,-0.7113,Highway
0.357489,2.504447,1.451889,1.574805,0.158154,0.304621,1.421186,-1.180448,0.090415,-0.012767,-0.855679,0.22844,-0.192038,Highway
-0.692246,1.03817,-2.025253,0.098259,1.487241,0.032244,1.222611,-0.791725,-0.370146,1.410605,0.378141,0.084876,0.19401,Highway
2.16128,0.643588,-0.866951,0.249049,1.039258,0.210953,1.275019,-0.768932,0.567405,-0.800363,1.190822,-0.65831,-0.335114,Highway
0.950437,1.897296,-2.558714,0.683463,0.991005,1.332535,0.453487,0.37222,-0.437676,0.335687,0.694473,-0.225418,0.26271,Highway
-1.470493,0.443515,-0.703421,0.529581,1.042506,-1.589364,-0.482787,-0.082852,-0.48524,-0.317466,-0.187744,-1.482354,0.376592,Highway
-0.761366,0.710645,1.816194,0.624565,-0.11371,0.252989,0.481567,1.717487,-0.780283,-0.487754,-0.936676,0.219584,0.158065,Highway
1.137339,1.354662,0.044306,1.173281,-0.434159,-0.246036,-0.448847,-1.485346,0.161144,-0.04493,0.378984,0.459213,-1.136811,Highway
-2.038051,-1.136722,-1.346439,0.256035,-0.763686,-0.177763,-0.389321,-1.226266,0.637711,1.07947,0.729297,-0.725639,-0.391653,Highway
-2.175574,-1.155695,0.892054,-0.44405,0.040177,-0.258586,-0.520517,-1.531782,0.254409,-0.197409,-0.696498,-0.886499,-0.550886,Highway
-0.132752,1.262074,0.086163,1.907836,-0.409913,-0.363325,-1.377349,1.284552,0.185393,-0.672749,-0.940516,0.759014,-1.03101,Highway
-1.148486,-0.717329,1.367594,-0.343047,-0.051541,-0.386418,-1.388362,1.344797,1.457153,-0.836942,-0.455228,-0.591253,-1.638536,Highway
-1.919143,0.519931,-1.258045,1.559947,-0.397754,0.343374,1.212989,-0.700954,-0.624212,-0.708902,0.593658,0.244249,0.217024,Highway
3.677268,-3.497539,-0.046047,1.481171,1.352726,-1.771914,-0.482072,0.242552,0.79376,0.142182,1.112815,0.007191,-1.049896,Highway
1.01497,1.536864,0.37137,-0.28746,-0.703431,1.544238,0.649113,0.080837,0.722425,2.731195,-0.209576,0.878451,-0.1969,Highway
-0.86748,1.190433,1.500138,1.009747,0.536208,0.091895,0.529786,1.824924,-0.046725,0.347882,0.212826,0.795861,-0.130048,Highway
-1.673248,-0.249567,-0.235911,0.94262,0.227225,0.231715,1.288577,-0.879943,-0.342561,0.207519,-0.615158,0.641451,0.074822,Highway
-0.037837,1.885898,1.52988,0.722799,0.294228,1.725001,0.506882,0.231803,-0.552788,-0.237295,-0.039846,-0.844485,0.010762,Highway
0.344034,0.217056,0.306199,-0.083688,0.639771,0.100323,0.557779,1.811388,1.916552,0.074842,-0.334383,0.154329,-0.543817,Highway
-0.550726,1.24502,-0.563296,0.826115,-0.961629,-1.467308,-0.529823,-0.052331,0.90008,-0.558207,0.688009,-0.53422,0.13476,Highway
-3.432735,-0.530016,-0.215437,0.472676,2.330752,-1.190776,1.087705,0.679617,-0.643051,-0.298332,1.605687,-0.206543,1.273407,Highway
0.841965,-0.449471,0.879336,0.924238,-1.483804,1.299106,-1.255046,-0.370342,2.102053,0.693692,-0.342243,0.473511,-0.32301,Highway
2.951598,0.216142,-0.173366,2.979777,0.104238,1.613287,0.601993,0.309439,1.087568,0.723804,0.019923,-0.455252,0.671525,Highway
-0.180891,1.596681,0.223795,0.379136,-0.103581,1.649117,0.535894,0.280176,0.768287,-0.563449,-1.001695,0.316002,-0.383958,Highway
9.193027,-7.778512,0.692069,3.015471,-2.205618,-0.00421,-0.654711,-1.535927,-1.516958,0.541702,1.154588,1.130026,0.217975,Highway
6.755632,-2.388859,-0.420123,2.924181,0.07245,-0.217021,-0.470705,-1.595858,0.205243,0.030261,-0.846204,-0.000615,0.695237,Highway
-0.294964,0.730525,-1.748241,1.307396,0.841836,-1.155419,1.246925,0.529436,0.348938,-0.448457,-1.210933,0.094743,-0.290441,Highway
-0.393762,-0.846721,-0.406377,-0.063441,-0.145669,1.079814,-1.264024,-0.16663,2.006198,0.23048,0.443626,-0.594033,0.289,Highway
-1.899727,0.804918,-0.949506,1.138578,0.482004,-0.473432,-1.185691,1.130036,-1.402655,1.016424,-0.000651,-0.280039,0.465036,Highway
-0.550057,1.322619,-0.245281,0.935257,0.171985,-0.364607,-1.188365,1.066881,0.054632,0.952854,-0.352909,-0.579378,-0.22612,Highway
-2.947267,-1.151898,-0.902581,-0.84402,0.207283,-1.610214,-0.56264,0.012175,-0.52112,-0.358387,0.924064,-0.768569,0.598998,Highway
0.083259,0.967983,-0.214921,2.049209,-1.157096,1.247653,-1.305901,-0.34317,0.034269,0.142696,0.459586,-0.118337,1.457723,Highway
-1.572806,1.457521,-0.80895,1.998324,0.913042,0.150835,1.251858,-0.871857,-0.983968,0.433422,-0.589726,0.852663,0.297071,Highway
0.413245,0.168884,-2.232219,0.944975,1.196958,1.323688,0.526825,0.286651,0.830315,0.155214,-1.264156,0.160616,-0.061767,Highway
1.978437,2.542212,1.012364,1.154704,-0.884292,0.393467,0.536038,1.502369,1.91201,-0.146565,-0.719735,-0.434528,1.461242,Highway
-2.079713,-0.010948,-0.067801,1.089208,0.12855,0.221066,0.427898,1.755901,-0.221987,0.403048,0.863538,-0.163312,0.796074,Highway
3.291195,-2.283712,0.099379,3.706037,0.931479,-1.523728,-0.471517,0.273336,0.414087,-0.079494,1.190633,-0.937177,-0.804387,Highway
-0.691699,0.983489,0.379731,0.54759,-0.566648,1.634778,0.492265,0.157235,-0.790131,1.276672,0.238413,0.024369,0.894517,Highway
-0.946001,-1.635164,1.184668,-1.145138,0.240852,0.079601,0.563159,1.769069,2.916409,1.44339,0.295536,0.009659,0.071852,Highway
-0.861716,0.134695,-1.464969,1.567888,-1.252162,-0.221527,-1.26831,1.272324,1.951899,-0.110437,0.441247,-0.075615,1.01,Highway
-1.813975,-0.395192,-0.734714,1.062937,0.026687,-0.27769,-0.358894,-1.328927,2.107577,0.77006,-0.233187,0.43378,0.278963,Highway
1.765506,2.809372,-1.167366,-1.197277,-0.51549,-1.760337,-0.581319,-0.237073,-0.333054,-0.462682,0.181586,0.191233,-0.356241,Highway
2.6649,-0.415685,-0.827572,1.789625,1.026917,0.176396,1.324296,-0.825302,1.186368,-0.542317,-0.272631,0.926299,0.025617,Highway
-0.12797,1.132235,1.297417,-0.087967,-0.17911,-0.325472,-0.532584,-1.65178,-0.118569,-0.035088,0.296647,0.986429,-0.639119,Highway
-0.852484,0.299614,-0.399588,0.595816,0.849063,0.157104,1.315927,-0.826652,-0.004767,0.405696,-0.472374,0.083892,-0.632134,Highway
-2.251857,-0.552022,0.096948,1.436573,0.778697,-0.266364,-0.475845,-1.156144,0.697027,-0.268135,1.283619,-0.227133,0.181515,Pasture
-0.823439,0.693173,-0.107536,1.687664,-1.511266,-0.203517,-1.172915,1.274647,-0.534847,1.419479,0.449667,-0.038933,-0.984937,Pasture
-2.332417,-0.948583,0.716414,0.183002,0.890217,-1.147883,1.217994,0.570751,-0.372927,-0.356143,0.504962,-0.214384,0.158113,Pasture
-2.813259,-2.737683,2.315669,-1.855001,0.218733,-0.318864,-0.630271,-1.603066,-0.614156,-0.493143,0.068527,-0.030347,-0.239221,Pasture
-1.924233,-1.34675,1.746359,-0.548745,-0.239988,1.599323,0.545874,0.300766,-0.658893,0.831344,-0.20175,0.48945,-0.36749,Pasture
-3.120451,-2.157752,1.397393,-0.572891,0.570187,-1.237537,1.240802,0.511982,-0.897598,-0.705106,-0.814026,0.329613,-0.10156,Pasture
-2.587543,-1.386265,2.191026,-0.955987,1.049697,0.953796,-1.476976,-0.264097,-0.535052,-0.502065,0.304364,-0.130269,0.087501,Pasture
-1.777178,-2.291819,2.806459,-1.552735,-0.255653,0.411522,1.248452,-1.031666,1.065114,-0.228294,0.66526,-1.267051,0.722211,Pasture
-1.58516,0.071434,0.160879,2.021612,-0.472489,-0.104067,-0.503309,-1.268754,-0.363093,-0.342271,0.729131,-0.71019,-0.418715,Pasture
-2.307076,-2.277933,2.273188,-1.096373,-0.157919,-0.295981,-0.577927,-1.506047,-0.005718,-0.535762,0.624642,-0.037208,-0.504455,Pasture
-3.213499,-2.597779,-0.539856,-1.807376,0.320906,0.844618,-1.299734,-0.106482,-0.486482,0.388549,0.483946,0.290142,0.010482,Pasture
-0.93183,-0.662322,3.887975,-1.387149,-0.159228,0.211789,0.483698,1.9998,-0.201379,-1.013851,-0.355922,0.526053,-0.785955,Pasture
0.215673,-1.19491,0.10883,1.720084,-1.020505,1.145111,-1.230341,0.104414,0.032301,0.550898,0.648572,0.284511,-3.113587,Pasture
-2.086217,-0.154092,0.989119,0.866753,0.283098,-1.662529,-0.521354,0.042139,-1.095645,0.295093,1.138246,0.394531,0.385407,Pasture
-2.201089,-1.020037,0.242178,0.028099,0.143984,0.281417,1.241178,-0.792828,-0.867438,-0.837809,1.07765,1.02188,0.124397,Pasture
-0.44526,1.060297,2.412026,0.510715,1.144155,-1.160062,1.405702,0.47662,-0.322391,1.016567,0.184965,-0.57683,-0.451362,Pasture
-2.586156,-1.685232,-0.757542,-0.775884,0.499915,-0.355641,-0.559019,-1.219104,-0.345019,0.05386,1.399485,-0.174427,0.246842,Pasture
-2.568364,-2.389701,0.908057,-1.300495,-1.35578,1.725724,0.534239,0.359052,-0.051428,-0.017016,-0.852338,-0.290899,-1.021384,Pasture
-2.437236,-1.440991,1.813997,0.343005,0.641868,-0.50833,-1.345937,1.311601,0.210391,-0.376585,-0.768034,0.295933,-0.501452,Pasture
-2.149525,-0.749102,0.506885,-0.111254,0.458833,0.200336,0.374357,1.928159,0.048111,-0.915158,0.145325,0.58627,0.329984,Pasture
-1.420803,-0.872845,1.21967,-0.417639,-0.847928,1.786987,0.483043,0.521087,0.540415,-0.508411,1.260729,-0.424889,-0.565364,Pasture
-1.629631,-0.370889,1.657641,1.056022,0.02797,-1.637208,-0.638197,-0.06267,-0.219451,-0.627422,-0.246236,-0.632333,-0.599438,Pasture
-1.5335,-1.462088,-0.882622,0.696566,-0.4358,1.547807,0.55565,0.543147,0.439684,0.842375,-0.007926,-0.459711,-1.519858,Pasture
-1.710158,-2.458347,3.880356,-2.923319,-1.615671,1.989705,0.500044,0.305759,0.908791,-0.065449,0.481036,-2.123613,-0.975973,Pasture
-1.288478,-0.501923,1.39426,-0.407888,0.169157,-0.249868,-0.51393,-1.429507,-0.094372,0.218385,1.124932,-0.841836,-0.543728,Pasture
-2.571888,-2.579713,2.237331,-2.83965,-0.055521,-0.563463,-1.34332,1.078779,-0.131212,0.884539,-1.082479,0.432834,-0.399411,Pasture
-1.278934,-1.982082,2.395992,-1.178261,-1.050027,-0.232743,-0.510219,-1.766535,1.109284,1.42814,-0.194919,1.077343,0.027142,Pasture
-2.237553,-1.914681,0.298145,-0.782546,0.086747,0.234848,1.283787,-0.829794,0.084948,-0.85853,-0.332421,-0.382036,-0.617419,Pasture
-2.199089,-0.696643,-0.905102,0.702598,0.80895,-1.645937,-0.485635,0.117404,-0.299872,0.602623,0.645156,-0.080706,-0.044741,Pasture
-1.866023,0.001484,0.811122,1.888099,0.376231,0.32357,1.263321,-0.80371,-0.728241,-0.310332,0.308058,0.408284,-0.065498,Pasture
-1.391085,-0.552922,0.935195,0.400583,-2.16704,-0.838597,1.340166,0.517692,-0.215833,-0.507608,-0.271747,-1.195044,-0.821546,Pasture
-0.782632,-1.315365,1.833167,-0.533819,-0.446045,1.213854,-1.566728,-0.220633,1.207288,-0.949178,0.884919,0.629826,0.63167,Pasture
-3.506314,-3.017745,2.081524,-1.186237,0.036652,-1.241665,1.328383,0.495911,-0.249866,-0.378162,-1.887276,0.093421,-0.475786,Pasture
-3.011033,-2.199686,0.855564,-0.910645,0.434706,0.078101,0.473999,1.755787,-0.355544,0.684643,0.01459,0.07409,0.038817,Pasture
-2.690884,-1.735553,-0.135568,-0.421544,0.021261,-0.33109,-0.434225,-1.409332,-0.507874,0.708195,-0.61618,-0.157778,-0.492922,Pasture
-2.89757,-2.7647,1.060622,-2.237592,-0.570854,-0.293176,-0.585404,-1.637866,-0.865387,-0.356068,-0.877816,-0.569454,-0.397298,Pasture
-3.127939,-1.626182,0.126536,0.271502,0.737044,-0.502027,-1.388751,1.384936,-0.24298,-0.69844,-0.105104,1.045557,-0.156205,Pasture
-2.476289,-1.40707,3.255197,-0.821835,0.498839,1.586855,0.537222,0.264387,-0.700985,0.696594,0.157264,0.223993,0.031546,Pasture
-2.451259,-1.083036,2.37257,0.67233,0.244231,-0.280013,-0.48318,-1.508057,-1.026557,0.748538,0.320285,0.805844,0.097183,Pasture
-0.87879,-0.353955,2.120947,-0.374919,-2.334596,-1.816427,-0.682522,-0.069331,-0.331884,-0.561722,0.091657,1.922222,-0.910355,Pasture
-0.05634,0.185211,2.401103,1.162287,-2.147776,-0.878385,1.352607,0.384015,0.51385,0.32641,0.277528,0.163695,0.57999,Pasture
-2.224074,-1.200312,1.346221,-0.797685,1.694006,-1.884113,-0.554835,0.014722,-0.137739,-0.089645,0.47217,0.374428,0.168216,Pasture
-0.675947,0.413949,0.256016,0.800759,-2.543003,1.35424,-1.274413,-0.201216,-0.057037,0.8993,0.667896,-1.482134,-1.178667,Pasture
-2.080428,-0.731666,0.699443,-0.416108,0.711885,-0.403694,-0.538719,-1.492095,-0.925434,-0.507492,-0.331622,0.359165,-0.570838,Pasture
-1.17995,-0.433613,-0.758097,0.436907,-1.50804,-1.575648,-0.564072,0.119631,-0.485172,-0.139512,1.050677,0.438518,-0.445675,Pasture
-1.702081,0.10164,1.178778,1.29151,1.030123,-0.456223,-1.337082,1.258269,-0.4622,-0.096141,-0.009683,0.271208,-0.161916,Pasture
0.052485,-0.716448,2.960958,0.045333,-0.658567,0.34835,0.487058,1.833605,1.582415,0.028887,0.163492,0.255568,0.157502,Pasture
-1.814715,-0.850536,1.097797,-0.31338,0.946033,0.871884,-1.251257,-0.17924,-0.150548,0.907851,0.22447,0.65712,-0.318475,Pasture
-0.09495,-0.050865,2.561345,1.111471,-1.66847,-0.838502,1.2721,0.451575,0.560051,-1.539572,0.855085,-0.162555,1.048694,Pasture
-1.868571,0.014741,0.63242,1.419348,-0.304452,1.123786,-1.251231,-0.14,-0.826758,0.622385,0.98831,-0.099106,0.148427,Pasture
-2.918158,-4.557638,-1.249279,-4.795592,-1.37459,0.183483,1.345477,-1.08596,-0.04613,-0.32182,-1.754221,0.883507,-0.97639,Pasture
-2.411261,-1.972031,0.771779,-0.767552,-0.602425,1.582422,0.502008,0.346386,-0.643865,0.836156,-0.153183,1.115486,-0.340363,Pasture
-1.279593,-0.891234,0.66613,1.584061,-1.214126,-1.571226,-0.492397,0.123894,0.587517,-0.383678,-0.347585,-0.205265,-1.376389,Pasture
-1.578669,-0.409458,0.505203,0.742934,0.02969,1.604952,0.497302,0.438252,0.363367,-0.132193,0.423788,-0.220915,-0.012752,Pasture
-1.567498,-0.589019,1.416618,-0.551341,-0.548731,-1.646838,-0.525413,-0.096882,-0.827844,0.55191,0.365553,-0.816889,-0.131654,Pasture
-2.796255,-2.724441,0.864132,-1.960756,-1.605794,-1.067624,1.279676,0.543586,-0.785194,0.506333,0.469441,0.411082,-0.194745,Pasture
-2.654157,-2.724765,3.174212,-2.056575,1.286197,1.51469,0.482844,0.348665,0.514589,-0.775339,-0.927491,0.19812,-0.489422,Pasture
0.082947,-0.417785,0.498225,1.251744,-1.232523,1.234355,-1.443504,0.110614,0.146276,-0.621165,0.999993,1.588857,-2.636871,Pasture
-2.35554,-1.380444,1.900212,-0.846295,0.066098,0.21917,0.488934,1.678219,-0.413247,-0.335833,-0.966087,-0.876549,0.060501,Pasture
-2.128247,-2.251047,2.843327,-1.92159,-0.407414,0.346127,1.31601,-0.82989,0.77145,-0.280948,1.855541,0.066625,-0.619533,Pasture
-0.888304,0.363177,0.371862,1.473982,-0.937327,-0.120524,-0.484252,-1.31056,-0.078373,-0.107134,0.973046,-0.014222,-1.223664,Pasture
-1.043172,0.147936,2.04145,0.569015,0.089735,-1.112682,1.343059,0.546283,0.169921,0.92169,0.735813,-0.067933,-0.492945,Pasture
-1.222536,-0.079076,2.981294,-0.140877,0.190871,1.780551,0.48064,0.346493,-0.379989,-0.590635,0.226821,-0.679419,-0.256374,Pasture
-1.056486,-0.328134,3.846452,0.57632,0.426774,-1.035027,1.263638,0.343922,0.396852,-0.870897,-0.091948,-0.678097,1.088311,Pasture
-2.480264,-2.791693,3.922558,-2.777649,-0.747122,1.829444,0.504725,0.281008,-0.347106,0.114541,0.318383,-0.85584,-0.336915,Pasture
-3.121132,-2.660848,0.50532,-1.462835,0.459338,0.851281,-1.203252,-0.25598,-0.207279,1.356183,-0.195417,0.353517,0.003196,Pasture
-0.133624,0.380693,2.250238,-0.132132,-0.682522,1.229507,-1.439199,-0.480258,0.106835,0.649944,0.517809,-0.618455,0.985327,Pasture
-1.571914,0.327329,-0.830926,1.189973,-0.990336,0.348573,1.317072,-0.769022,0.36438,0.635732,0.767736,1.27851,-0.029747,Pasture
-1.659519,-0.858317,2.739694,-0.615805,-0.269826,-1.639289,-0.533243,-0.084204,0.038252,0.370046,1.102782,-0.281997,-0.199122,Pasture
-2.536605,-2.360011,1.84481,-1.785247,-1.271876,1.134307,-1.364727,-0.470942,-0.99503,1.133233,-1.027257,-0.388663,-0.375008,Pasture
-1.912802,-1.52307,1.658234,0.451144,-0.379806,-1.624453,-0.516814,0.015028,0.759657,-0.773558,-0.521177,-0.531756,-1.224475,Pasture
-1.544875,-1.070417,0.440789,0.409696,-0.667998,-0.247586,-0.353232,-1.261252,1.359692,1.206415,0.661355,0.39883,-1.66419,Pasture
-1.426977,-0.266489,4.103079,0.345156,0.070962,0.44904,1.363945,-1.064371,-0.537159,-0.697917,-0.172471,-1.591561,-0.326048,Pasture
-3.035967,-3.070088,1.670132,-3.106231,1.323349,1.371117,0.483692,0.35331,-0.23715,-0.188912,-0.492672,0.63586,-0.284111,Pasture
-1.638174,-1.271781,2.005162,0.126326,-0.023924,-0.17977,-0.608027,-1.608027,0.353448,-0.073861,0.485319,-0.09682,1.061924,Pasture
-2.089064,-1.448411,0.539745,-0.725481,0.545455,0.931661,-1.32827,-0.153062,-0.018305,-0.181025,-0.025136,-0.094172,-0.530735,Pasture
-1.576249,-0.552234,0.03585,0.944605,1.290728,1.399651,0.515633,0.568496,0.627574,0.15674,0.782934,-0.816898,-0.377964,Pasture
-2.502932,-1.092518,1.33261,0.164338,-0.076217,1.622412,0.474846,0.301451,-1.027505,0.785739,-0.001833,0.586278,0.278106,Pasture
-0.445599,-0.586266,2.704729,-0.233882,-1.63572,-0.838642,1.334371,0.448521,0.694871,-1.474643,0.683559,-0.897263,0.869113,Pasture
-1.166234,-0.980737,2.371573,0.586727,-0.279183,-0.147929,-0.567417,-1.612305,1.034559,-0.180504,0.061328,-0.265212,0.456236,Pasture
-0.559484,0.897347,2.291424,1.195744,-0.801146,1.279029,-1.408969,-0.386502,-0.42172,-0.357744,0.15986,0.242372,0.650124,Pasture
-1.148608,-0.673615,0.898317,0.532002,0.141577,1.096952,-1.394846,-0.19994,0.722232,-0.194336,0.824772,0.170215,1.071575,Pasture
-2.305487,-2.289754,2.467677,-2.391854,0.070804,-2.110362,-0.734584,0.031094,0.180583,-1.07546,0.739011,2.309988,-0.186386,Pasture
-0.131085,0.744296,-0.277054,0.363372,0.189429,1.70803,0.54265,0.584037,0.160335,-1.370028,0.737654,-1.014175,-0.760684,Pasture
-1.699645,-0.823506,-0.011244,0.463953,-0.099758,1.043184,-1.2692,-0.068228,-0.05835,0.132823,0.234762,-0.330007,-0.865647,Pasture
-1.347886,0.811138,0.69423,1.553781,1.030453,0.960269,-1.289957,-0.136044,1.107821,-0.656399,-0.258222,-1.11276,-0.267976,Pasture
-1.776437,-1.383696,3.105711,-2.00383,-0.045735,-0.484639,-1.576209,1.278527,-0.505158,-0.290382,0.386083,0.793218,-0.174507,Pasture
-1.142321,-1.620282,2.526582,-1.28037,-2.402652,0.50656,1.448088,-1.095495,0.849519,0.041532,0.617114,2.009687,-0.686799,Pasture
-1.560692,-0.341655,3.293615,0.833334,0.907561,0.318475,1.325566,-0.924273,-0.104647,0.192085,0.336596,-0.895681,-0.278035,Pasture
-1.680964,-1.413081,1.248909,-0.459989,-0.432406,0.293296,1.371832,-0.894808,0.626457,1.35117,0.351903,-0.604193,-0.931407,Pasture
-2.569657,-1.287338,-0.140811,0.280111,-0.473249,1.05935,-1.300273,-0.11942,-0.511824,0.288508,0.297767,-0.069001,-0.07248,Pasture
-1.399104,-0.356169,1.142677,0.726534,-0.761748,-1.068681,1.354167,0.672214,-0.245938,0.855557,0.995889,0.883335,-0.69228,Pasture
-2.062957,-1.580189,1.453069,-1.111036,-0.215672,1.014398,-1.337672,-0.14131,0.424713,0.446239,1.191466,0.487998,-0.383758,Pasture
-2.06702,-1.046367,0.788506,-0.064957,0.36347,1.538455,0.494273,0.358658,-0.161778,0.065958,-0.411174,-0.76111,-0.171071,Pasture
-2.434149,-0.880086,0.777132,0.442394,1.846642,-0.595521,-1.339608,1.343477,0.083375,-0.517636,-0.240878,0.85032,-0.21749,Pasture
-3.212102,-2.492392,0.864037,-1.393276,1.055708,-0.439344,-0.484282,-1.460951,-0.444625,0.045152,-0.204291,0.323793,-0.19833,Pasture
-2.344978,-2.904249,2.763096,-3.085878,-0.561112,-0.354781,-0.616512,-1.795939,-0.317109,-0.68572,-0.493971,0.595356,-0.753553,Pasture
-0.336159,-0.275788,1.616626,1.267293,-1.344876,0.017755,-0.543589,-1.669464,0.818892,0.130513,0.213672,-0.115273,0.285764,Pasture
-1.502427,-0.849113,1.34889,-0.931442,-0.660381,0.38475,0.416198,1.912362,0.203367,-0.273042,0.668723,-1.064194,-0.205166,Pasture
-0.759213,0.458325,1.294673,2.240595,0.430125,-0.313306,-1.249617,1.420906,0.822541,-0.060047,1.098135,-0.005814,-1.350027,Pasture
-1.621995,-0.568438,1.396165,0.378811,-0.211846,1.714526,0.507674,0.41395,0.956624,-0.656805,-0.11624,1.29229,-0.260993,Pasture
-0.784369,0.775304,0.875458,0.441778,-0.731321,-0.248774,-1.448096,1.376399,1.363497,-0.732555,0.722141,0.963387,-0.131469,Pasture
-2.980742,-2.522157,1.050823,-1.954661,0.740067,0.075805,1.307514,-0.965065,-0.309177,0.380384,-0.69403,0.957915,-0.273081,Pasture
-3.069005,-3.014325,-0.02736,-2.037282,-0.142756,-0.329645,-0.536486,-1.409643,-0.376638,0.039268,-0.054406,-0.704542,-0.298282,Pasture
-0.007585,-0.038313,3.64155,0.468063,-0.986018,0.621016,1.371135,-1.197504,0.988964,-0.86376,-0.41928,-1.894012,0.298009,Pasture
-1.735974,-0.62726,0.358556,0.986493,0.155887,-1.09802,1.283523,0.72011,-0.284475,-0.599493,0.372666,0.163573,-0.460268,Pasture
0.003463,-0.0293,3.69467,1.663486,-0.604275,1.270092,-1.295822,-0.50222,0.958062,1.558761,-0.632663,0.239845,0.752907,Pasture
-0.842305,0.016891,1.971249,1.645664,-0.554613,-0.96409,1.271951,0.418059,0.483737,-0.672924,-0.258332,-0.310167,0.962759,Pasture
-2.177539,-2.516865,1.849626,-2.333244,-2.206594,-0.216257,-1.469616,1.171307,-0.468589,0.361636,-0.399258,-0.739514,-0.504725,Pasture
-0.822221,0.688688,1.503581,0.582906,-1.201733,1.269759,-1.424731,-0.267291,0.184115,-0.159324,0.759007,0.67427,0.113803,Pasture
-0.445069,-0.732042,2.530292,0.184886,-2.578209,0.559627,0.430397,1.825923,0.546055,-0.048603,0.120729,0.531945,0.713297,Pasture
-1.948658,-0.833548,1.361434,0.214183,-0.389201,0.321008,1.331491,-0.923768,-0.770226,-0.84143,-0.062094,1.345258,-0.194066,Pasture
